grid,StationUID,StationID,StationName,StationAddress,BikesCapacity,lat,lng
407,TXG3101,3101,環河公園,永隆六街/爽文路口,30,24.11269,120.67397
363,TXG3242,3242,犁頭店公園,惠中路三段/大墩四街口,40,24.14234,120.64057
302,TXG3269,3269,高登公園,重慶路/漢成街口,28,24.17106,120.66571
305,TXG3248,3248,軍福公園,軍福十九路/軍榮五街口,30,24.18006,120.71491
442,TXG3197,3197,青年公園,公園街/公園街421巷口,30,24.08492,120.69363
196,TXG3075,3075,豐原高商,圓環南路/中山路口,46,24.24529,120.71382
320,TXG3136,3136,潮洋環保公園,朝貴路/市政北二路口,40,24.16592,120.63337
363,TXG3158,3158,萬和國中,文心南三路/豐安街口,36,24.13354,120.63961
282,TXG3231,3231,823紀念公園,崇德九路/昌平東二路口,36,24.18695,120.68786
387,TXG3073,3073,永興公園,工學路/工學一街口,46,24.11674,120.66488
261,TXG3296,3296,潭子環保公園,合作街38巷/合作街38巷76弄口,30,24.20462,120.70885
386,TXG3099,3099,中山醫學大學,建國北路一段/文心南路口,46,24.12212,120.65271
175,TXG3081,3081,豐原廟東夜市,中正路212巷/信義街口,36,24.25259,120.71864
346,TXG3098,3098,宜昌兒童公園,十甲路615號對面,30,24.14442,120.71322
368,TXG3181,3181,旱溪停車場,旱溪街/德興一街口,30,24.14082,120.70916
364,TXG3195,3195,崇倫國中,忠明南路/ 南屯路一段口(崇倫公園南側入口處),30,24.13259,120.65741
196,TXG3087,3087,豐原地政事務所,西安街/興安街口,36,24.24903,120.71441
367,TXG3265,3265,新建國市場(1號門),樂業二路/建成路口,32,24.13496,120.69581
402,TXG3245,3245,旭光國小,健行路/榮泉路口,30,24.11109,120.59415
175,TXG3190,3190,豐原國中,三豐路一段/豐北街口,40,24.26123,120.71971
325,TXG3040,3040,北屯兒童公園,興安路一段/北平路四段口,40,24.170187,120.694267
363,TXG3025,3025,五權西文心路口,五權西路二段/文心路一段路口,42,24.139937,120.646885
345,TXG3041,3041,力行國小,力行路/進化路口,50,24.151573,120.693931
408,TXG3128,3128,環保公園,德芳路二段/永大街口,34,24.10456,120.67967
326,TXG3146,3146,太原停車場,太原路三段/建和路一段路口,28,24.16264,120.72146
105,TXG3218,3218,高美濕地第二停車場,臨港路六段100號(北側),38,24.2956,120.5441
345,TXG3068,3068,新福公園,旱溪東路二段/中山路四段口,30,24.15089,120.70139
300,TXG3001,3001,逢甲大學,台中市福星路/逢甲路口(潮洋機車停車場),100,24.178695,120.64501
408,TXG3301,3301,崇光國小,益民路二段/益民路二段371巷口,30,24.11477,120.68399
165,TXG3324,3324,清水火車站,中正街/中正街73巷口,60,24.26312,120.57032
341,TXG3239,3239,臺中特殊教育學校,大觀路/公益路二段口,30,24.15139,120.6426
301,TXG3204,3204,老樹公園,經貿一路/順平路口,30,24.18259,120.66228
302,TXG3145,3145,蓬勃運動中心,山西路二段/安順北一街口,42,24.1764,120.67659
277,TXG3150,3150,國安一號公園,國安一路/福林路口,30,24.19061,120.61472
300,TXG3011,3011,青海逢甲路口,青海路二段/逢甲路口,44,24.174652,120.639231
273,TXG3318,3318,龍井圖書館,觀光路/沙田路四段口,30,24.19213,120.54509
406,TXG3121,3121,樹仁公園,福田二街/樹義路口,38,24.10885,120.65258
342,TXG3019,3019,萬壽棒球場,向上路一段/大進街口,52,24.146568,120.650534
60,TXG3120,3120,大甲高中,水源路/中山路一段口,44,24.34222,120.62265
305,TXG3209,3209,軍功國小,軍功路一段/軍福十三路口,30,24.17294,120.71896
408,TXG3088,3088,內新市場,中興路二段/東榮路一段口,32,24.11029,120.69004
207,TXG3289,3289,中山路四平街口,中山路/四平街口,30,24.23781,120.56093
249,TXG3317,3317,龍井火車站,龍新路/龍新路3巷口,32,24.19805,120.54372
277,TXG3230,3230,國安國小,東大路一段/國安一路口,32,24.19398,120.60709
363,TXG3054,3054,向心兒童公園,文心南二路/向心南路口,46,24.13593,120.644625
46,TXG3089,3089,大甲區壘球場,錦上街/雁門路口,30,24.35431,120.62603
322,TXG3003,3003,市政府(文心樓),台中市文心路二段645號旁,64,24.161438,120.648701
426,TXG3155,3155,十九甲健康公園,立元路/甲園街口,30,24.09988,120.69476
343,TXG3016,3016,科博館/金典酒店,臺灣大道一段/健行路口,54,24.155525,120.66304
361,TXG3191,3191,春社公園,永春路/永春北路口,52,24.14051,120.61049
424,TXG3185,3185,進士公園,爽文路/德芳路三段口,30,24.1026,120.67473
207,TXG3288,3288,中山光華路口,中山路/光華路口,38,24.23736,120.56425
366,TXG3027,3027,臺中公園,公園路/自由路二段口,60,24.142596,120.684231
306,TXG3107,3107,新都生態公園,軍福十五路/祥順路二段口,36,24.1738,120.73008
300,TXG3134,3134,西大墩公園,福科一街/福科二路口(西北側),36,24.17692,120.63577
341,TXG3013,3013,大墩七街河南路口,大墩七街/河南路四段口,50,24.144259,120.639554
387,TXG3233,3233,國立中興大學(中興湖),中興路/弘道路口(國立中興大學(中興湖)),52,24.12043,120.67369
60,TXG3221,3221,長青活動中心,水源路/甲東路口,32,24.34069,120.62702
280,TXG3192,3192,新興國小,新興路/同榮路7巷口,36,24.19443,120.66225
324,TXG3032,3032,學士育德路口,學士路/育德路口(中正停車場廣場),56,24.157757,120.681155
282,TXG3178,3178,仁美公園,崇德路三段/崇德十二路口,36,24.19044,120.68614
367,TXG3253,3253,東光園振興路口,東光園路/振興路口,30,24.13333,120.69708
425,TXG3117,3117,大里運動公園,國光路一段/大里路口,30,24.10028,120.68267
367,TXG3270,3270,新建國市場(5號門),進德路/建成路口,30,24.13401,120.69386
341,TXG3048,3048,黎明國中,黎明路二段/市政南二路口,50,24.156493,120.634399
304,TXG3173,3173,豐田公園,遼寧路一段/大連路三段口,32,24.17392,120.69675
406,TXG3074,3074,臺中高工,高工路/工學二街口,60,24.11328,120.66201
364,TXG3115,3115,大忠公園,精誠三十街/大忠街口,30,24.14338,120.6562
100,TXG3283,3283,后里東站,臺中花博后里東站接駁站內(甲后路1號東側),60,24.30901,120.73358
387,TXG3066,3066,忠明南美村南路口,忠明南路/美村南路口,44,24.11898,120.66714
327,TXG3232,3232,祥和公園,軍福七路/建和路一段口,30,24.16547,120.72322
303,TXG3183,3183,文心國小,綏遠路二段/文心路四段口,44,24.1732,120.68178
347,TXG3227,3227,屯區藝文中心,長安東路/長安路口,30,24.1566,120.73374
442,TXG3250,3250,瑞城國小,瑞城一街/美村街口,30,24.08611,120.70201
322,TXG3264,3264,青海公園,四川五街/四川東街口,34,24.16421,120.65353
387,TXG3111,3111,五權火車站,建國北路二段100巷/建國北路二段口,36,24.12862,120.66456
407,TXG3069,3069,積善公園,大明路/興大路口,38,24.1149,120.67137
364,TXG3037,3037,國立臺灣美術館,五權西路一段/美村路一段口,48,24.140682,120.661836
233,TXG3328,3328,中科標準廠房,科雅路/科雅五路口,30,24.22431,120.62829
322,TXG3008,3008,頂何厝,臺灣大道二段/東興路三段路口,38,24.159079,120.655825
404,TXG3108,3108,楓香公園,楓樹西街/楓樹南街口,34,24.11578,120.62871
388,TXG3246,3246,東光園大智路口,東光園路/大智路口,30,24.12473,120.69065
341,TXG3277,3277,水安公園,文心路一段/大業路口,50,24.15394,120.64665
324,TXG3225,3225,北屯國小,國校巷/北興街口,30,24.16416,120.69081
323,TXG3015,3015,博館育德路口,博館路/育德路口,66,24.157464,120.669111
325,TXG3247,3247,東成東成二街口,東成路/東成二街口,32,24.15711,120.70129
407,TXG3116,3116,永隆七街永隆路口,永隆七街/永隆路口,30,24.1136,120.67607
367,TXG3082,3082,建成樂業路口,建成路/樂業路口,42,24.13858,120.69669
60,TXG3091,3091,大甲火車站,中山路一段/蔣公路口,62,24.34418,120.62688
78,TXG3266,3266,外埔區公所,六分路/甲后路三段口,30,24.33212,120.65459
408,TXG3102,3102,中興大學附屬高中,益民路二段/益民路二段230巷口,40,24.10991,120.68375
368,TXG3072,3072,祥順運動公園,宜昌路87巷/宜昌路口,30,24.13747,120.71251
388,TXG3061,3061,大智國小,建德街/大智路口,40,24.12956,120.69059
403,TXG3142,3142,兒二公園,中山路二段/新興路口,30,24.10603,120.61691
386,TXG3067,3067,忠明南復興路口,忠明南路/復興路二段口,40,24.12175,120.66133
196,TXG3176,3176,陽明大樓,陽明街/陽明街66巷口,40,24.24698,120.7212
279,TXG3004,3004,漢翔福星北路口,漢翔路/福星北路交叉路口,60,24.185214,120.644423
405,TXG3163,3163,烏日圖書館,長春街/長春街317巷口,32,24.10924,120.6371
212,TXG3322,3322,大雅區公所,雅環路二段299號旁,30,24.22917,120.64819
262,TXG3313,3313,潭子聯合辦公大樓,豐興路二段/潭興路一段口,30,24.20382,120.7227
144,TXG3208,3208,清水運動場,五權路/五權二街口,30,24.27824,120.55876
302,TXG3114,3114,長青公園,北平二街/北平路一段口,40,24.17187,120.6695
345,TXG3201,3201,進德國小,進化路/福明街口,32,24.14607,120.69429
361,TXG3274,3274,春安國小,春安路/春安二街口,30,24.13454,120.60872
235,TXG3259,3259,大華國中,中清路三段/學府路口,38,24.21543,120.64953
46,TXG3222,3222,文昌國小,育德路/民生路口,36,24.34761,120.62419
343,TXG3292,3292,民生英才路口,民生路/英才路口,46,24.14435,120.6648
212,TXG3258,3258,大明國小,中清路四段/雅環路三段口,30,24.22857,120.6431
334,TXG3305,3305,大肚火車站,華山路/平和街口,32,24.15414,120.54275
176,TXG3083,3083,豐原火車站,中正路/東北街口,68,24.25452,120.72265
323,TXG3169,3169,曉明公園,陜西東五街/漢陽西街口,32,24.16808,120.67118
406,TXG3113,3113,樹義公園,大慶街一段257-3巷/福田三街口,32,24.11114,120.65512
344,TXG3028,3028,臺中孔廟,雙十路二段/力行路口,40,24.153274,120.689117
368,TXG3160,3160,樂利公園,十甲東路/東英六街口,32,24.13885,120.70752
325,TXG3286,3286,天祥停車場,天祥街/北屯路50巷1弄口,38,24.16129,120.69495
304,TXG3104,3104,東光國小,東山路一段91巷/東山路一段123巷31弄口,32,24.17178,120.70236
405,TXG3255,3255,光德國中,信義街/僑仁街口,30,24.10539,120.64057
366,TXG3057,3057,臺中國小,信義街/臺中路口,50,24.13201,120.68447
306,TXG3174,3174,經補庫停車場,東山路一段381-42號對面,30,24.17692,120.73184
304,TXG3143,3143,松竹捷運站,松竹路二段/北屯路口,50,24.18206,120.7014
364,TXG3216,3216,五權西忠明南路口,五權西路一段/忠明南路口,32,24.13977,120.65708
366,TXG3214,3214,臺中轉運站,八德街/武德街口(停車場東南側),52,24.13887,120.68755
305,TXG3188,3188,景美公園,旱溪東路三段/軍福十八路口,50,24.17818,120.71103
303,TXG3144,3144,三分埔公園,崇德五路 / 河北東街口,34,24.17922,120.68521
345,TXG3211,3211,長福公園,長福路/旱溪東路一段口,30,24.14402,120.70205
366,TXG3047,3047,臺中火車站(建國路),建國路/中山路口,62,24.13738,120.68436
424,TXG3153,3153,大里區公所,新興路/大新街口,32,24.09934,120.67711
366,TXG3026,3026,臺中州廳,市府路/民權路口,42,24.138299,120.678756
302,TXG3106,3106,大德公園,平德路/平德路1巷口,30,24.18161,120.67207
322,TXG3308,3308,大弘公園,太原路一段/大弘六街口,34,24.1628,120.66128
321,TXG3226,3226,上德公園,智惠街/上石路口,32,24.16931,120.64451
363,TXG3177,3177,萬和宮,萬和路一段/文昌街口,40,24.13768,120.63903
364,TXG3046,3046,崇倫公園,南屯路一段/美村路二段口,44,24.132292,120.661146
406,TXG3122,3122,樹義園道,工學北路/樹義二街口,36,24.11533,120.65652
342,TXG3023,3023,大隆東興路口,大隆路40號前,48,24.155731,120.654096
277,TXG3135,3135,福科國民中學,西屯路三段/玉門路370巷口,40,24.18972,120.61381
409,TXG3151,3151,立新國中,立新二街/自立路口,32,24.10441,120.69877
365,TXG3159,3159,復興停車場,復興路三段/國光路口,36,24.13175,120.67634
364,TXG3229,3229,文心南六大墩南路口,文心南六路/文心南六路171巷口,34,24.13082,120.6492
171,TXG3282,3282,圳前仁愛公園,中山路/中山路1720巷口,30,24.25826,120.64873
346,TXG3095,3095,新平立體停車場,中山路三段/樹孝路口,40,24.14903,120.71541
408,TXG3118,3118,國光花市停車場,德芳南路/德芳南三街口,38,24.10385,120.68366
339,TXG3187,3187,保安公園,文山五街/保安五街口,52,24.14725,120.6122
322,TXG3043,3043,忠誠公園,忠明路/華美西街一段口,50,24.161092,120.662753
342,TXG3009,3009,公益大英街口,公益路二段/大英街口(星巴克前),40,24.150814,120.648481
27,TXG3275,3275,日南火車站,中山路二段140巷口/中山路二段口,36,24.3781,120.65396
345,TXG3076,3076,興進園道,興進路/興進路76巷口,38,24.15554,120.69673
321,TXG3080,3080,臺中國家歌劇院,惠民路/市政北六路口,50,24.16407,120.64012
425,TXG3119,3119,德芳南路德芳南一街口,德芳南路/德芳南一街口,36,24.10251,120.68731
370,TXG3094,3094,一江橋,光興路/長龍路一段口,30,24.13121,120.73726
367,TXG3137,3137,東英停車場,東英九街 / 一心街口,34,24.14212,120.70209
442,TXG3129,3129,大里圖書館,中興路一段/中湖路口,38,24.08778,120.69557
365,TXG3021,3021,大墩文化中心,五權路/英才路口,40,24.141249,120.666531
364,TXG3110,3110,豐富公園,東興路一段/文心南五路一段口,30,24.1317,120.65326
326,TXG3103,3103,臺中市籃球運動中心,景賢六路/景賢南一路口,34,24.16638,120.71184
402,TXG3244,3244,三和派出所,三榮八路/三榮北一路口,30,24.1081,120.60332
254,TXG3326,3326,中科管理局,中科路2號,30,24.20889,120.6178
323,TXG3179,3179,梅川園道,梅川東路三段/尚德街127巷口,30,24.16158,120.6766
303,TXG3105,3105,北屯區公所,崇德路三段/崇德八路一段口,28,24.18299,120.68631
325,TXG3199,3199,新光國小,新興路/新福路口,36,24.15943,120.70703
343,TXG3036,3036,經國園道,向上路一段/英才路口,58,24.146778,120.664773
364,TXG3138,3138,大興公園,南屯路二段/精誠南路口,32,24.13526,120.65436
324,TXG3272,3272,寶覺禪寺,健行路/金龍街口,36,24.15903,120.68795
388,TXG3123,3123,中興大學附屬高農,台中路/建中街口,46,24.12861,120.68491
344,TXG3014,3014,臺中仁愛醫院,臺灣大道一段/興中街口,50,24.1437,120.67822
365,TXG3131,3131,臺中女中,自由路一段/康樂街口,40,24.13557,120.67733
342,TXG3020,3020,公益公園,忠明南路/公益路口,48,24.150423,120.657475
340,TXG3186,3186,黎光公園,干城街/懷德街口,34,24.15187,120.63052
175,TXG3284,3284,圓環北大昌街口,圓環北路一段/大昌街口,30,24.25659,120.71672
363,TXG3210,3210,南屯區公所,永春東路/永春東路515巷,32,24.13467,120.64454
344,TXG3085,3085,北區太平國小,太平路/大誠街口,50,24.14859,120.68161
298,TXG3198,3198,臺灣大道福林路口,臺灣大道四段/福林路口,28,24.18361,120.61377
347,TXG3130,3130,坪林森林公園,中山路二段/中山路二段477巷口,30,24.15006,120.72839
186,TXG3287,3287,光大公園,光大路/光華路口,30,24.24384,120.56529
162,TXG3300,3300,梧棲國小,文化路二段/民生街口,40,24.25359,120.53005
343,TXG3052,3052,英才公園,英才路/民權路口,48,24.155624,120.670979
325,TXG3039,3039,三光太原路口,三光巷/太原路三段口,52,24.164742,120.696704
300,TXG3252,3252,臺中至善公園,至善路/逢甲路235巷口,40,24.17492,120.64209
363,TXG3049,3049,豐樂雕塑公園,文心南五路/向心南路口,42,24.132054,120.64347
303,TXG3251,3251,文心崇德路口,文心路四段/崇德路二段口,42,24.17198,120.68584
387,TXG3279,3279,四育國中,復興路二段/文林街口,46,24.126,120.66491
159,TXG3311,3311,石岡區公所,豐勢路1033號(北側),30,24.27508,120.78055
323,TXG3029,3029,育德梅川東路口,育德路/梅川東路三段口,40,24.15748,120.67547
196,TXG3241,3241,富春國小,豐西街/瑞安街口,30,24.25164,120.71288
346,TXG3077,3077,新平國小,育德路162巷/樹孝路274巷9弄口,34,24.15436,120.71975
408,TXG3228,3228,益民國小,益民路二段/益民路二段81巷口,30,24.10674,120.68673
390,TXG3319,3319,中平國中,太平路300號旁,30,24.12264,120.71838
334,TXG3306,3306,動態公園,大明二街/大德六街口,30,24.1539,120.54139
327,TXG3166,3166,和福公園,軍福十路/和福路口,34,24.17032,120.72337
388,TXG3060,3060,忠孝國光路口,忠孝路/國光路口,48,24.12811,120.67816
408,TXG3154,3154,大明兒童公園,大明路366巷/大明路口,36,24.11513,120.67852
367,TXG3249,3249,東福公園,長福路/東英一街口,30,24.13421,120.70398
235,TXG3260,3260,大雅國中,學府路/學府路市場巷口,30,24.22432,120.6495
322,TXG3147,3147,大仁公園,甘肅路一段/甘州六街口,34,24.16569,120.65929
343,TXG3031,3031,臺中教育大學,五權路/民權路口,36,24.145214,120.671185
344,TXG3065,3065,柳川東中華路口,柳川東路四段/中華路二段口,40,24.14692,120.6783
390,TXG3180,3180,中平公園,中平九街/太平路176巷口,36,24.12079,120.7207
426,TXG3243,3243,文化公園,仁福街/文化街口,30,24.09515,120.70038
345,TXG3196,3196,進化廣場,興進路/育興街口,34,24.15525,120.69332
300,TXG3005,3005,福星公園,寶慶街50巷/河南路二段301巷,40,24.172421,120.6481
366,TXG3267,3267,臺中火車站(復興路),復興路四段/復興路四段149巷口,78,24.136,120.68631
254,TXG3327,3327,巨大集團總部,東大路一段/中科路口,30,24.20865,120.61154
176,TXG3291,3291,慈濟公園,豐勢路一段/豐東路口,30,24.2579,120.73313
386,TXG3096,3096,樹德停車場,德富路146巷/德吉街口,44,24.11851,120.65435
84,TXG3235,3235,泰安鐵道文化園區,福興路/安眉路口,30,24.32256,120.748
303,TXG3203,3203,松竹國小,崇德六路一段/昌平路二段4巷口,36,24.18041,120.69046
365,TXG3152,3152,公館公園,三民路一段/自由路一段口,38,24.13239,120.66929
364,TXG3157,3157,正心兒童公園,大墩南路/文心南二路口,40,24.13593,120.64998
175,TXG3184,3184,消防公園,仁洲街/豐原大道七段口,32,24.26208,120.71317
343,TXG3035,3035,國立自然科學博物館,博館路101號對面,56,24.156199,120.665901
27,TXG3325,3325,孟春兒童遊樂場,慈德路210號對面,30,24.38297,120.653
473,TXG3213,3213,立法院中部辦公室,中正路/蘭生街口,32,24.05584,120.69742
57,TXG3312,3312,大安國小,中山南路/中山南路304巷口,28,24.34547,120.58721
343,TXG3017,3017,中正國小,英才路/臺灣大道二段179巷,58,24.152483,120.666281
46,TXG3090,3090,大甲區公所,新政路/三民路口,32,24.34981,120.62264
81,TXG3321,3321,麗寶樂園,福容路8號前,30,24.32349,120.69706
425,TXG3132,3132,臺中市纖維工藝博物館,勝利二路口/德芳南一街,36,24.10036,120.68707
343,TXG3018,3018,茄苳腳,臺灣大道一段/梅川東路二段,54,24.150107,120.671377
238,TXG3237,3237,潭子火車站,潭興路二段/中山路二段口,34,24.2116,120.70605
343,TXG3022,3022,英士公園,日興街/英士路口,82,24.151149,120.675577
369,TXG3271,3271,大源公園,大源十八街/環太東路口,30,24.14222,120.72286
387,TXG3112,3112,江川公園,復興園路/永東街口,36,24.1244,120.67159
197,TXG3194,3194,南陽公園,永康路/永康路211巷口,40,24.24111,120.72528
45,TXG3092,3092,大甲體育場,大安港路/大安港路53巷口,34,24.350388,120.615759
409,TXG3172,3172,內新國小,日新路/新仁路二段口,34,24.11141,120.69517
407,TXG3293,3293,高工南和路口,高工路/南和路口,32,24.11456,120.66833
238,TXG3202,3202,潭子國小,中山路二段391巷/中山路二段口,48,24.21325,120.70494
323,TXG3170,3170,三信公園,漢口路二段/寧漢三街口,32,24.16623,120.66372
321,TXG3215,3215,臺中市議會,市政北一路/惠文路口,34,24.15805,120.64403
321,TXG3010,3010,新光/遠百,臺灣大道三段/惠來路二段,76,24.166146,120.642929
387,TXG3205,3205,健康公園附設停車場,五權南路/五權南路380巷(西北側),36,24.12096,120.66988
144,TXG3206,3206,臺中市港區藝術中心,鎮政路/忠貞路口,36,24.26935,120.55791
194,TXG3309,3309,神岡國中,中山路/中山路652巷口,30,24.24723,120.68146
323,TXG3053,3053,中德公園,忠明六街/忠太西路口,44,24.163681,120.668407
342,TXG3012,3012,忠明國小,臺灣大道二段/忠明南路口,46,24.156769,120.659171
384,TXG3109,3109,鎮平公園,楓樹西街366巷/黎明路一段口,30,24.12057,120.62915
163,TXG3302,3302,梧棲區公所,中和街/雲集街口,28,24.25492,120.5315
342,TXG3059,3059,大業公園,大業路/大進街口,36,24.153686,120.651108
322,TXG3006,3006,櫻花棒球場,櫻花路/洛陽路口,58,24.168671,120.653109
282,TXG3124,3124,四張犁農村公園,四平路/豐樂路二段口,34,24.19446,120.68216
282,TXG3125,3125,四張犁圖書館,豐樂路二段/豐樂一街口,30,24.1947,120.68049
323,TXG3062,3062,健行國小,健行路/健行路664巷口,40,24.15928,120.6741
387,TXG3079,3079,國立公共資訊圖書館,五權南路100號前,42,24.12745,120.66969
388,TXG3063,3063,東峰公園,仁和路/立德東街口,44,24.12627,120.68827
302,TXG3126,3126,大鵬國小,大鵬路/大鵬路59巷口,38,24.17811,120.66567
238,TXG3212,3212,臺中加工出口區,中山路二段/南環路口,32,24.21707,120.70539
299,TXG3140,3140,世斌公園,永福路/福安路88巷口,32,24.18219,120.61962
473,TXG3164,3164,霧峰區公所,大同路/民生路口,36,24.0615,120.70012
324,TXG3038,3038,北區行政大樓,永興街/太原路二段口,48,24.166078,120.682416
366,TXG3303,3303,秀泰廣場,南京路/自由三街口,40,24.1401,120.6913
61,TXG3254,3254,大甲高工,開元路71號(西南側),60,24.34661,120.63969
322,TXG3290,3290,何厝公園,台灣大道二段740巷2弄/何厝街6巷口,32,24.16061,120.65492
324,TXG3044,3044,賴明公園,梅川東路三段/漢口路四段口,40,24.167109,120.678381
238,TXG3240,3240,潭秀國中,雅潭路一段/勝利路口,30,24.21615,120.70029
404,TXG3220,3220,烏日國小,平等路/憬學街口,36,24.10829,120.62334
387,TXG3182,3182,國光公園(二二八廣場),興大南街/永隆街口,36,24.1165,120.67669
303,TXG3056,3056,民俗公園,熱河路二段/大連路二段口,46,24.175306,120.688075
195,TXG3238,3238,社皮公園,西勢一街/社興五街口,32,24.24451,120.70472
300,TXG3139,3139,上安公園,上安路/上仁街口,40,24.17065,120.64065
321,TXG3002,3002,秋紅谷,台中市朝富路/朝馬路口(國光客運朝馬站對面),96,24.167898,120.638895
334,TXG3304,3304,大肚戶政事務所,華山路/沙田路三段口,30,24.15446,120.54441
196,TXG3193,3193,豐原區公所,市政路/育仁路口,34,24.24243,120.71827
343,TXG3034,3034,臺中市民廣場,中興街/公益路口,64,24.150621,120.663045
344,TXG3042,3042,臺中一中,育才街/尊賢街口,60,24.149175,120.686487
302,TXG3070,3070,山西公園,山西路二段/北平路二段口,38,24.17106,120.6759
326,TXG3200,3200,廍興公園,樹孝路/太順路口,36,24.15934,120.72069
458,TXG3162,3162,霧峰農工,中正路1222號前,44,24.07319,120.69985
234,TXG3262,3262,大雅公園,中清路三段1132巷/中清路三段口,30,24.22345,120.64709
175,TXG3285,3285,圓環西中山路口,圓環西路/中山路口,40,24.25586,120.71263
367,TXG3263,3263,樂成宮,東光路/旱溪街口,30,24.14059,120.69674
300,TXG3051,3051,上石公園,西屯路二段/上石北五巷口,36,24.172842,120.644939
323,TXG3030,3030,太原北中清路口,太原北路/中清路一段口,40,24.165115,120.673279
84,TXG3234,3234,新泰安火車站,福安路/安眉路口,30,24.33059,120.74164
387,TXG3133,3133,南平公園,和昌街/福新街口,38,24.12469,120.66851
346,TXG3161,3161,進業公園,十甲東路/東英十五街口,36,24.1463,120.70959
321,TXG3310,3310,惠來停車場,惠來路二段/市政北一路口,34,24.15993,120.63961
99,TXG3316,3316,后里運動公園,成功路/文明路口,30,24.30637,120.7177
145,TXG3189,3189,清水牛罵頭停車場,光華路/光華路137巷口,30,24.26851,120.5742
78,TXG3276,3276,外埔國中,外埔路/水美路口,30,24.33218,120.65077
341,TXG3050,3050,惠文高中,大業路/惠中路二段口,44,24.153645,120.6404
390,TXG3097,3097,長億公園,永成北路/永成北路151巷口,36,24.11776,120.71478
321,TXG3055,3055,市政公園停車場,市政北五路/惠中路一段口,46,24.160994,120.644537
302,TXG3297,3297,中清文心路口,文心路三段999號對面人行道,62,24.17344,120.67031
106,TXG3217,3217,高美濕地第一停車場,高美路/美堤街口,50,24.30252,120.54643
281,TXG3086,3086,敦化公園,后庄七街/敦化路一段口,40,24.18782,120.66752
305,TXG3165,3165,軍功公園,松竹路一段/軍功路二段口,30,24.182,120.71982
177,TXG3093,3093,豐原高中,水源路/水源路129巷口,42,24.25573,120.74168
60,TXG3078,3078,大甲鎮瀾宮,鎮瀾街/中華街口,46,24.3445,120.62367
59,TXG3223,3223,順天國小,經國路/新美街口,36,24.34415,120.61746
365,TXG3033,3033,中山地政事務所,三民路一段/三民路一段156巷口,34,24.13654,120.673707
186,TXG3307,3307,沙鹿高工,台灣大道七段/光華路口,42,24.23888,120.56583
207,TXG3256,3256,沙鹿區公所,鎮政路/鎮南路二段口,30,24.23392,120.56586
171,TXG3320,3320,神圳國中,神清路/神清路54巷口,36,24.26049,120.65863
368,TXG3100,3100,太平區運動場,永平路一段/中興東路口,36,24.13094,120.72047
444,TXG3257,3257,塗城里活動中心,塗城路/塗成路33巷口,20,24.08655,120.72201
421,TXG3168,3168,自治公園,公園路/五光路口,30,24.10188,120.62835
299,TXG3127,3127,協和停車場,安和西路/福玄路口,30,24.17754,120.62188
364,TXG3156,3156,土庫公園,五權五街/五權西六街136巷口,30,24.13652,120.65786
364,TXG3219,3219,美術館園道,五權七街/五權西四街口,34,24.13508,120.66287
385,TXG3236,3236,大慶火車站,建國南路一段/大慶街二段口,64,24.11859,120.64747
163,TXG3278,3278,大智路停車場,大智路二段388號旁,30,24.25991,120.53398
387,TXG3058,3058,國立中興大學,興大路/仁德街口,40,24.12391,120.677198
441,TXG3148,3148,長春兒童公園,長春路78巷/長春路78巷31弄口,30,24.08933,120.69138
324,TXG3268,3268,北區國民運動中心,崇德路一段/美德街口,32,24.15716,120.68484
324,TXG3071,3071,北屯區文昌國小,興安路一段/青島路四段口,42,24.16712,120.69152
323,TXG3064,3064,太原華美街口,太原路一段/華美街二段口,42,24.16482,120.66496
323,TXG3171,3171,武昌公園,陜西路/武昌路口,40,24.16906,120.66824
325,TXG3323,3323,太原火車站,東光路/太原路三段口,70,24.16525,120.70004
88,TXG3261,3261,高美濕地,高美路/美堤街口(木棧道內),82,24.31034,120.55019
366,TXG3141,3141,臺中文化創意產業園區,復興路三段/民生路口,50,24.13333,120.68052
22,TXG3315,3315,海墘國小,大安港路/大安港路1079巷口,30,24.37892,120.58839
277,TXG3149,3149,臺灣大道玉門路口,臺灣大道四段/玉門路口,60,24.18425,120.60975
301,TXG3045,3045,文華高中,文心路三段/河南路一段口,70,24.171233,120.660673
341,TXG3024,3024,文心森林公園,文心路一段/向上路二段口,48,24.146743,120.646119
363,TXG3175,3175,南苑公園,文心南路/文心南五路一段口,44,24.13212,120.64696
324,TXG3167,3167,雙十育樂街口,雙十路二段/育樂街口,34,24.15778,120.69097
298,TXG3273,3273,安和國中,天助街/中工三路口,30,24.17396,120.61723
404,TXG3207,3207,烏日區公所,新興路/光日路口,34,24.10461,120.62355
304,TXG3295,3295,北新國中,遼寧路一段/僑孝街110巷口,30,24.17888,120.69668
325,TXG3084,3084,三甲公園,旱溪東路三段/景賢南一路口,30,24.16621,120.70653
300,TXG3224,3224,文修公園,福星路/烈美街口,36,24.18234,120.642
322,TXG3007,3007,重慶公園,西屯路二段/天水西六街,40,24.1658893012632,120.655551552772
